region,product_name,total_sales,profit_margin
Pesaro,"Adventure Works 15.6"" LCD TV M130W Brown",899.97,441.15
Arkansas,"Adventure Works 15.6"" LCD TV M130W Silver",1799.94,882.30
Oregon,"Adventure Works 15.6"" LCD TV M130W Silver",1799.94,882.30
Connecticut,"Adventure Works 15.6"" LCD TV M130W White",2099.93,1029.35
Tasmania,"Adventure Works 15.6"" LCD TV M130W White",1499.95,735.25
Newfoundland and Labrador,"Adventure Works 19"" Color Digital TV E35 Black",143.40,70.29
Hawaii,"Adventure Works 19"" Color Digital TV E35 Brown",1434.00,702.90
Freie Hansestadt Bremen,"Adventure Works 19"" Color Digital TV E35 Silver",1290.60,632.61
New Hampshire,"Adventure Works 19"" Color Digital TV E35 White",430.20,210.87
West Virginia,"Adventure Works 19"" Color Digital TV E35 White",430.20,210.87
Wyoming,"Adventure Works 19"" Color Digital TV E35 White",1290.60,632.61
Nevada,"Adventure Works 19"" Portable LCD HDTV M110 Black",559.98,302.46
New Mexico,"Adventure Works 19"" Portable LCD HDTV M110 Black",279.99,151.23
Nunavut,"Adventure Works 19"" Portable LCD HDTV M110 Silver",2239.92,1209.84
West Virginia,"Adventure Works 19"" Portable LCD HDTV M110 Silver",3639.87,1965.99
Montana,"Adventure Works 19"" Portable LCD HDTV M110 White",2239.92,1209.84
Newfoundland and Labrador,"Adventure Works 19"" Portable LCD HDTV M110 White",559.98,302.46
Corse,"Adventure Works 20"" Analog CRT TV E45 Black",1000.00,490.15
Hamburg,"Adventure Works 20"" Analog CRT TV E45 Black",200.00,98.03
Nevada,"Adventure Works 20"" Analog CRT TV E45 Brown",400.00,196.06
Arkansas,"Adventure Works 20"" Analog CRT TV E45 White",200.00,98.03
Maine,"Adventure Works 20"" Analog CRT TV E45 White",400.00,196.06
Mayotte,"Adventure Works 20"" CRT TV E15 Black",169.99,83.32
Armagh,"Adventure Works 20"" CRT TV E15 Silver",169.99,83.32
Online,"Adventure Works 20"" CRT TV E15 Silver",4079.76,1999.68
Newfoundland and Labrador,"Adventure Works 20"" CRT TV E15 White",339.98,166.64
Arkansas,"Adventure Works 20"" LCD HDTV M120 Silver",1049.85,567.06
Iowa,"Adventure Works 20"" LCD HDTV M120 White",3149.55,1701.18
Kansas,"Adventure Works 20"" LCD HDTV M120 White",3149.55,1701.18
Connecticut,"Adventure Works 26"" 720p LCD HDTV M140 Brown",469.97,253.85
Friesland,"Adventure Works 26"" 720p LCD HDTV M140 Brown",939.94,507.70
New Mexico,"Adventure Works 26"" 720p LCD HDTV M140 Brown",939.94,507.70
Enna,"Adventure Works 26"" 720p LCD HDTV M140 Silver",1879.88,1015.40
Hamburg,"Adventure Works 32"" LCD HDTV M130 Black",499.99,270.06
South Dakota,"Adventure Works 32"" LCD HDTV M130 Black",1999.96,1080.24
Connecticut,"Adventure Works 32"" LCD HDTV M130 Brown",999.98,540.12
Dungannon and South Tyrone,"Adventure Works 32"" LCD HDTV M130 Brown",999.98,540.12
Alaska,"Adventure Works 32"" LCD HDTV M130 Silver",499.99,270.06
Friesland,"Adventure Works 32"" LCD HDTV M130 Silver",499.99,270.06
Alaska,"Adventure Works 32"" LCD HDTV M130 White",499.99,270.06
New Mexico,"Adventure Works 32"" LCD HDTV M130 White",499.99,270.06
Groningen,"Adventure Works 37"" 1080p LCD HDTV M150W Black",2199.98,1188.28
Maine,"Adventure Works 37"" 1080p LCD HDTV M150W Black",6599.94,3564.84
Idaho,A. Datum Ultra Compact Digital Camera M190 Pink,165.00,89.12
Fermanagh,"Adventure Works 13"" Color TV E25 Black",239.98,117.64
Montana,"Adventure Works 13"" Color TV E25 Black",119.99,58.82
Oregon,"Adventure Works 13"" Color TV E25 Black",119.99,58.82
Wyoming,"Adventure Works 13"" Color TV E25 Black",119.99,58.82
Freie Hansestadt Bremen,"Adventure Works 13"" Color TV E25 Silver",479.96,235.28
Hawaii,"Adventure Works 13"" Color TV E25 Silver",719.94,352.92
Maine,"Adventure Works 13"" Color TV E25 White",239.98,117.64
Online,"Adventure Works 13"" Color TV E25 White",1559.87,764.66
Martinique,"Adventure Works 15.6"" LCD TV M130W Brown",1499.95,735.25
Oregon,"Adventure Works 15.6"" LCD TV M130W Brown",599.98,294.10
Victoria,"Adventure Works 15.6"" LCD TV M130W Brown",1199.96,588.20
Wyoming,"Adventure Works 15.6"" LCD TV M130W Brown",899.97,441.15
Nevada,"Adventure Works 15.6"" LCD TV M130W White",2099.93,1029.35
Iowa,"Adventure Works 19"" Color Digital TV E35 Black",286.80,140.58
Utah,"Adventure Works 19"" Color Digital TV E35 Black",2868.00,1405.80
Sachsen-Anhalt,"Adventure Works 19"" Color Digital TV E35 Brown",286.80,140.58
Washington DC,"Adventure Works 19"" Color Digital TV E35 Brown",2437.80,1194.93
Idaho,"Adventure Works 19"" Color Digital TV E35 White",1147.20,562.32
Flevoland,"Adventure Works 19"" Portable LCD HDTV M110 Silver",559.98,302.46
Friesland,"Adventure Works 19"" Portable LCD HDTV M110 Silver",279.99,151.23
Hawaii,"Adventure Works 19"" Portable LCD HDTV M110 Silver",279.99,151.23
Online,"Adventure Works 19"" Portable LCD HDTV M110 Silver",5319.81,2873.37
Utah,"Adventure Works 19"" Portable LCD HDTV M110 Silver",559.98,302.46
Utah,"Adventure Works 19"" Portable LCD HDTV M110 White",1399.95,756.15
Iowa,"Adventure Works 20"" Analog CRT TV E45 Black",1400.00,686.21
Maine,"Adventure Works 20"" Analog CRT TV E45 Black",600.00,294.09
Online,"Adventure Works 20"" Analog CRT TV E45 Black",3400.00,1666.51
Belfast,"Adventure Works 20"" Analog CRT TV E45 Brown",1200.00,588.18
Hamburg,"Adventure Works 20"" Analog CRT TV E45 Brown",200.00,98.03
Enna,"Adventure Works 20"" Analog CRT TV E45 White",1200.00,588.18
Utah,"Adventure Works 20"" Analog CRT TV E45 White",1000.00,490.15
West Virginia,"Adventure Works 20"" Analog CRT TV E45 White",1000.00,490.15
Connecticut,"Adventure Works 20"" CRT TV E15 Black",509.97,249.96
Blaenau Gwent,"Adventure Works 20"" CRT TV E15 Silver",849.95,416.60
Enna,"Adventure Works 20"" CRT TV E15 Silver",2039.88,999.84
Newfoundland and Labrador,"Adventure Works 20"" CRT TV E15 Silver",509.97,249.96
Pesaro,"Adventure Works 20"" CRT TV E15 Silver",169.99,83.32
West Virginia,"Adventure Works 20"" CRT TV E15 Silver",1189.93,583.24
Connecticut,"Adventure Works 20"" CRT TV E15 White",2039.88,999.84
Maine,"Adventure Works 20"" LCD HDTV M120 Black",699.90,378.04
Pesaro,"Adventure Works 20"" LCD HDTV M120 Black",1749.75,945.10
Connecticut,"Adventure Works 20"" LCD HDTV M120 Brown",2099.70,1134.12
Northwest Territories,"Adventure Works 20"" LCD HDTV M120 Silver",349.95,189.02
Connecticut,"Adventure Works 20"" LCD HDTV M120 White",1049.85,567.06
Montana,"Adventure Works 20"" LCD HDTV M120 White",4199.40,2268.24
Tasmania,"Adventure Works 20"" LCD HDTV M120 White",1049.85,567.06
Enna,"Adventure Works 26"" 720p LCD HDTV M140 Black",939.94,507.70
Pesaro,"Adventure Works 26"" 720p LCD HDTV M140 Black",6579.58,3553.90
Nunavut,"Adventure Works 26"" 720p LCD HDTV M140 Brown",4699.70,2538.50
Pesaro,"Adventure Works 26"" 720p LCD HDTV M140 Brown",1879.88,1015.40
Washington DC,"Adventure Works 26"" 720p LCD HDTV M140 Brown",1409.91,761.55
Ayrshire,"Adventure Works 26"" 720p LCD HDTV M140 White",939.94,507.70
Enna,"Adventure Works 26"" 720p LCD HDTV M140 White",2349.85,1269.25
Kansas,"Adventure Works 26"" 720p LCD HDTV M140 White",1409.91,761.55
Utah,"Adventure Works 26"" 720p LCD HDTV M140 White",939.94,507.70
Nevada,A. Datum Advanced Digital Camera M300 Grey,942.50,509.10
Connecticut,A. Datum Advanced Digital Camera M300 Orange,188.50,101.82
Ayrshire,A. Datum Advanced Digital Camera M300 Pink,188.50,101.82
Dungannon and South Tyrone,A. Datum Advanced Digital Camera M300 Pink,377.00,203.64
Maine,A. Datum Advanced Digital Camera M300 Pink,754.00,407.28
Newfoundland and Labrador,A. Datum Advanced Digital Camera M300 Silver,754.00,407.28
South Carolina,A. Datum Advanced Digital Camera M300 Silver,1885.00,1018.20
New Mexico,A. Datum All in One Digital Camera M200 Green,188.00,101.55
New Mexico,A. Datum All in One Digital Camera M200 Grey,564.00,304.65
Victoria,A. Datum All in One Digital Camera M200 Grey,564.00,304.65
Fermanagh,A. Datum All in One Digital Camera M200 Orange,1880.00,1015.50
Alaska,A. Datum All in One Digital Camera M200 Pink,752.00,406.20
Washington DC,A. Datum All in One Digital Camera M200 Silver,376.00,203.10
New Mexico,A. Datum Bridge Digital Camera M300 Black,934.50,504.75
Online,A. Datum Bridge Digital Camera M300 Black,560.70,302.85
Arkansas,A. Datum Bridge Digital Camera M300 Grey,1121.40,605.70
Utah,A. Datum Bridge Digital Camera M300 Grey,373.80,201.90
Western Australia,A. Datum Bridge Digital Camera M300 Grey,1682.10,908.55
Berlin,A. Datum Bridge Digital Camera M300 Orange,560.70,302.85
Tasmania,A. Datum Bridge Digital Camera M300 Pink,186.90,100.95
Utah,A. Datum Compact Digital Camera M200 Pink,129.00,69.68
Northwest Territories,A. Datum Compact Digital Camera M200 Silver,516.00,278.72
Online,A. Datum Compact Digital Camera M200 Silver,3999.00,2160.08
Nevada,A. Datum Consumer Digital Camera E100 Azure,1124.00,550.96
West Virginia,A. Datum Consumer Digital Camera E100 Azure,281.00,137.74
South Dakota,A. Datum Consumer Digital Camera E100 Black,2810.00,1377.40
New Hampshire,A. Datum Consumer Digital Camera E100 Pink,1124.00,550.96
New Hampshire,A. Datum Consumer Digital Camera E100 Silver,281.00,137.74
Kansas,A. Datum Consumer Digital Camera M300 Black,184.50,99.66
Montana,A. Datum Consumer Digital Camera M300 Black,553.50,298.98
South Dakota,A. Datum Consumer Digital Camera M300 Black,738.00,398.64
Northwest Territories,A. Datum Consumer Digital Camera M300 Green,369.00,199.32
Online,A. Datum Consumer Digital Camera M300 Green,1291.50,697.62
Flevoland,A. Datum Consumer Digital Camera M300 Orange,553.50,298.98
Online,A. Datum Consumer Digital Camera M300 Orange,184.50,99.66
Kansas,A. Datum Consumer Digital Camera M300 Pink,1107.00,597.96
Hawaii,A. Datum Full Frame Digital Camera X300 Green,462.00,308.94
Oregon,A. Datum Full Frame Digital Camera X300 Green,2541.00,1699.17
Freie Hansestadt Bremen,A. Datum Full Frame Digital Camera X300 Grey,693.00,463.41
Northwest Territories,A. Datum Full Frame Digital Camera X300 Grey,1848.00,1235.76
Online,A. Datum Full Frame Digital Camera X300 Pink,5082.00,3398.34
Northern Territory,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Azure,268.00,179.21
Online,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Azure,1608.00,1075.26
Freistaat Thüringen,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Black,536.00,358.42
Montana,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Grey,268.00,179.21
New Hampshire,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Grey,268.00,179.21
Connecticut,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Orange,2680.00,1792.10
Freistaat Thüringen,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Pink,1876.00,1254.47
Iowa,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Silver,804.00,537.63
Nevada,A. Datum Point n' Shoot Digital Camera M500 Azure,1980.00,1069.50
Newfoundland and Labrador,A. Datum Point n' Shoot Digital Camera M500 Grey,198.00,106.95
Online,A. Datum Super-zoom Digital Camera X300 Pink,1740.00,1163.52
Berlin,A. Datum Super-zoom Digital Camera X300 Silver,290.00,193.92
Online,A. Datum Ultra Compact Digital Camera M190 Azure,2310.00,1247.68
Arkansas,A. Datum Ultra Compact Digital Camera M190 Black,330.00,178.24
Online,A. Datum Ultra Compact Digital Camera M190 Pink,825.00,445.60
Newfoundland and Labrador,A. Datum Ultra Compact Digital Camera M190 Silver,495.00,267.36
Ayrshire,"Adventure Works 13"" Color TV E25 Black",359.97,176.46
Drenthe,"Adventure Works 13"" Color TV E25 Black",839.93,411.74
Nevada,"Adventure Works 13"" Color TV E25 Black",599.95,294.10
Online,"Adventure Works 13"" Color TV E25 Silver",3119.74,1529.32
Western Australia,"Adventure Works 13"" Color TV E25 Silver",599.95,294.10
Newfoundland and Labrador,"Adventure Works 13"" Color TV E25 White",239.98,117.64
Oregon,"Adventure Works 15.6"" LCD TV M130W Black",2999.90,1470.50
Armagh,"Adventure Works 15.6"" LCD TV M130W Brown",1499.95,735.25
Northwest Territories,"Adventure Works 15.6"" LCD TV M130W Brown",2399.92,1176.40
Online,"Adventure Works 15.6"" LCD TV M130W Brown",5099.83,2499.85
Western Australia,"Adventure Works 15.6"" LCD TV M130W Brown",1199.96,588.20
Victoria,"Adventure Works 15.6"" LCD TV M130W Silver",299.99,147.05
West Virginia,"Adventure Works 15.6"" LCD TV M130W Silver",1499.95,735.25
La Réunion,"Adventure Works 19"" Color Digital TV E35 Black",1003.80,492.03
Western Australia,"Adventure Works 19"" Color Digital TV E35 Black",286.80,140.58
Wyoming,"Adventure Works 19"" Color Digital TV E35 Black",430.20,210.87
Victoria,"Adventure Works 19"" Color Digital TV E35 Brown",1290.60,632.61
Western Australia,"Adventure Works 19"" Color Digital TV E35 Brown",717.00,351.45
Belfast,"Adventure Works 19"" Color Digital TV E35 Silver",143.40,70.29
Connecticut,"Adventure Works 19"" Color Digital TV E35 Silver",1003.80,492.03
Nevada,"Adventure Works 19"" Color Digital TV E35 Silver",2437.80,1194.93
Nunavut,"Adventure Works 19"" Color Digital TV E35 Silver",717.00,351.45
Iowa,"Adventure Works 19"" Color Digital TV E35 White",143.40,70.29
Hessen,"Adventure Works 19"" Portable LCD HDTV M110 Black",559.98,302.46
South Dakota,"Adventure Works 19"" Portable LCD HDTV M110 Black",279.99,151.23
Arkansas,"Adventure Works 19"" Portable LCD HDTV M110 Silver",559.98,302.46
Iowa,"Adventure Works 19"" Portable LCD HDTV M110 Silver",559.98,302.46
La Réunion,"Adventure Works 19"" Portable LCD HDTV M110 White",1959.93,1058.61
Montana,"Adventure Works 20"" Analog CRT TV E45 Black",800.00,392.12
Nevada,"Adventure Works 20"" Analog CRT TV E45 Black",600.00,294.09
New Hampshire,"Adventure Works 20"" Analog CRT TV E45 Black",200.00,98.03
Hawaii,"Adventure Works 20"" Analog CRT TV E45 Brown",200.00,98.03
Idaho,"Adventure Works 20"" Analog CRT TV E45 Silver",1000.00,490.15
Online,"Adventure Works 20"" Analog CRT TV E45 Silver",7600.00,3725.14
Tasmania,"Adventure Works 20"" Analog CRT TV E45 White",200.00,98.03
Alaska,"Adventure Works 20"" CRT TV E15 Black",679.96,333.28
Arkansas,"Adventure Works 20"" CRT TV E15 Black",679.96,333.28
Ayrshire,"Adventure Works 20"" CRT TV E15 Black",169.99,83.32
Blaenau Gwent,"Adventure Works 20"" CRT TV E15 Black",679.96,333.28
Drenthe,"Adventure Works 20"" CRT TV E15 Black",509.97,249.96
West Virginia,"Adventure Works 20"" CRT TV E15 Black",1019.94,499.92
Western Australia,"Adventure Works 20"" CRT TV E15 Black",169.99,83.32
Dungannon and South Tyrone,"Adventure Works 20"" CRT TV E15 Silver",169.99,83.32
Nunavut,"Adventure Works 20"" CRT TV E15 White",509.97,249.96
Idaho,"Adventure Works 20"" LCD HDTV M120 Black",1399.80,756.08
Nunavut,"Adventure Works 20"" LCD HDTV M120 Black",2449.65,1323.14
New Hampshire,"Adventure Works 20"" LCD HDTV M120 Silver",2449.65,1323.14
Pesaro,"Adventure Works 20"" LCD HDTV M120 Silver",1399.80,756.08
Alaska,"Adventure Works 20"" LCD HDTV M120 White",699.90,378.04
Dungannon and South Tyrone,A. Datum SLR Camera M142 Orange,624.00,337.04
West Virginia,A. Datum SLR Camera M142 Orange,624.00,337.04
Online,A. Datum SLR Camera X136 Silver,8540.00,5710.60
South Carolina,A. Datum SLR Camera X137 Grey,1254.00,838.52
Ayrshire,A. Datum SLR Camera X138 Silver Grey,627.00,419.26
Kansas,A. Datum SLR Camera X138 Silver Grey,627.00,419.26
New Mexico,A. Datum SLR Camera X142 Orange,854.00,571.06
South Carolina,A. Datum SLR-like Digital Camera M400 Azure,590.70,319.05
South Dakota,A. Datum SLR-like Digital Camera M400 Azure,196.90,106.35
Idaho,A. Datum SLR-like Digital Camera M400 Grey,393.80,212.70
Dungannon and South Tyrone,A. Datum SLR-like Digital Camera M400 Pink,787.60,425.40
New Mexico,A. Datum SLR-like Digital Camera M400 Silver,393.80,212.70
North Down,A. Datum SLR-like Digital Camera M400 Silver,196.90,106.35
Northwest Territories,A. Datum SLR-like Digital Camera M400 Silver,196.90,106.35
Northwest Territories,A. Datum Super-zoom Digital Camera X300 Black,870.00,581.76
Kansas,A. Datum Super-zoom Digital Camera X300 Green,290.00,193.92
Hawaii,A. Datum Super-zoom Digital Camera X300 Grey,1740.00,1163.52
Basse-Normandie,A. Datum Super-zoom Digital Camera X300 Orange,1160.00,775.68
Nebraska,A. Datum Super-zoom Digital Camera X300 Pink,870.00,581.76
Blaenau Gwent,A. Datum Ultra Compact Digital Camera M190 Black,165.00,89.12
Washington DC,A. Datum Ultra Compact Digital Camera M190 Black,165.00,89.12
Western Australia,A. Datum Ultra Compact Digital Camera M190 Black,990.00,534.72
North Down,A. Datum Ultra Compact Digital Camera M190 Orange,330.00,178.24
Brandenburg,A. Datum Ultra Compact Digital Camera M190 Silver,165.00,89.12
La Réunion,"Adventure Works 13"" Color TV E25 Black",239.98,117.64
New Hampshire,"Adventure Works 13"" Color TV E25 Black",119.99,58.82
Pesaro,"Adventure Works 13"" Color TV E25 Black",119.99,58.82
Belfast,"Adventure Works 13"" Color TV E25 White",359.97,176.46
Nevada,"Adventure Works 13"" Color TV E25 White",359.97,176.46
Armagh,"Adventure Works 15.6"" LCD TV M130W Black",1199.96,588.20
Ayrshire,"Adventure Works 15.6"" LCD TV M130W Black",4199.86,2058.70
Newfoundland and Labrador,"Adventure Works 15.6"" LCD TV M130W Black",899.97,441.15
Pesaro,"Adventure Works 15.6"" LCD TV M130W Black",2699.91,1323.45
Washington DC,"Adventure Works 15.6"" LCD TV M130W Black",899.97,441.15
Nebraska,"Adventure Works 15.6"" LCD TV M130W Brown",1499.95,735.25
Newfoundland and Labrador,"Adventure Works 15.6"" LCD TV M130W Brown",1799.94,882.30
West Virginia,"Adventure Works 15.6"" LCD TV M130W Brown",899.97,441.15
Belfast,"Adventure Works 15.6"" LCD TV M130W Silver",299.99,147.05
Corse,"Adventure Works 15.6"" LCD TV M130W Silver",299.99,147.05
New Mexico,"Adventure Works 15.6"" LCD TV M130W Silver",299.99,147.05
Utah,"Adventure Works 15.6"" LCD TV M130W Silver",599.98,294.10
Ayrshire,"Adventure Works 15.6"" LCD TV M130W White",299.99,147.05
Flevoland,"Adventure Works 15.6"" LCD TV M130W White",299.99,147.05
Friesland,"Adventure Works 15.6"" LCD TV M130W White",2699.91,1323.45
Hawaii,"Adventure Works 15.6"" LCD TV M130W White",2399.92,1176.40
Online,"Adventure Works 15.6"" LCD TV M130W White",8399.72,4117.40
Sachsen-Anhalt,"Adventure Works 15.6"" LCD TV M130W White",599.98,294.10
Fermanagh,"Adventure Works 19"" Color Digital TV E35 Brown",1434.00,702.90
Hamburg,"Adventure Works 19"" Color Digital TV E35 Brown",286.80,140.58
Wyoming,"Adventure Works 19"" Color Digital TV E35 Brown",1147.20,562.32
New Hampshire,"Adventure Works 19"" Color Digital TV E35 Silver",430.20,210.87
Maine,"Adventure Works 19"" Color Digital TV E35 White",573.60,281.16
South Carolina,"Adventure Works 19"" Color Digital TV E35 White",286.80,140.58
Utah,"Adventure Works 19"" Color Digital TV E35 White",1003.80,492.03
Berlin,"Adventure Works 26"" 720p LCD HDTV M140 White",469.97,253.85
Nebraska,"Adventure Works 26"" 720p LCD HDTV M140 White",939.94,507.70
Friesland,"Adventure Works 32"" LCD HDTV M130 Black",499.99,270.06
Newfoundland and Labrador,"Adventure Works 32"" LCD HDTV M130 Black",999.98,540.12
Armagh,"Adventure Works 32"" LCD HDTV M130 Brown",499.99,270.06
Hessen,"Adventure Works 32"" LCD HDTV M130 Brown",999.98,540.12
Montana,"Adventure Works 32"" LCD HDTV M130 Brown",2499.95,1350.30
Northwest Territories,"Adventure Works 32"" LCD HDTV M130 Brown",2499.95,1350.30
Online,"Adventure Works 32"" LCD HDTV M130 Silver",16999.66,9182.04
Freistaat Thüringen,"Adventure Works 32"" LCD HDTV M130 White",1999.96,1080.24
